icao,tail,plane_model,reg_country,type,max_passengers
151e27,RA-73255,Boeing 737-8AS,Russia,COMMERCIAL, 189
14fa27,RA-64039,Tupolev Tu-204-300,Russia,COMMERCIAL, 220
14fa2c,RA-64044,Tupolev Tu-204-300,Russia,COMMERCIAL, 220
142329,RA-09001,Dassault Falcon 900B,Russia,PRIVATE, 19
142328,RA-09000,Dassault Falcon 900B,Russia,PRIVATE, 19
15537a,RA-86906,Ilyushin Il-76MD,Russia,MILITARY, UNKNOWN
1533f3,RA-78835,Ilyushin Il-76MD,Russia,MILITARY, UNKNOWN
152000,RA-73728,Airbus A321-211,Russia,COMMERCIAL, 220
152041,RA-73793,Airbus A321-211,Russia,COMMERCIAL, 220
151ff9,RA-73721,Airbus A321-211,Russia,COMMERCIAL, 220
151ffb,RA-73723,Airbus A321-211,Russia,COMMERCIAL, 220
151ec7,RA-73415,Airbus A321-211,Russia,COMMERCIAL, 220
151fed,RA-73709,Airbus A321-211,Russia,COMMERCIAL, 220
151ff5,RA-73717,Airbus A321-211,Russia,COMMERCIAL, 220
151fee,RA-73710,Airbus A321-211,Russia,COMMERCIAL, 220
151ec6,RA-73414,Airbus A321-211,Russia,COMMERCIAL, 220
151ffc,RA-73724,Airbus A321-211,Russia,COMMERCIAL, 220
151ff8,RA-73720,Airbus A321-211,Russia,COMMERCIAL, 220
152040,RA-73792,Airbus A321-211,Russia,COMMERCIAL, 220
152001,RA-73729,Airbus A321-211,Russia,COMMERCIAL, 220
151dce,RA-73166,Airbus A321-211,Russia,COMMERCIAL, 220
151fdd,RA-73693,Airbus A321-211,Russia,COMMERCIAL, 220
151feb,RA-73707,Airbus A321-211,Russia,COMMERCIAL, 220
151dcb,RA-73163,Airbus A321-211,Russia,COMMERCIAL, 220
151dc9,RA-73161,Airbus A321-211,Russia,COMMERCIAL, 220
151ffd,RA-73725,Airbus A321-211,Russia,COMMERCIAL, 220
151ffe,RA-73726,Airbus A321-211,Russia,COMMERCIAL, 220
151dc8,RA-73160,Airbus A321-211,Russia,COMMERCIAL, 220
151dcc,RA-73164,Airbus A321-211,Russia,COMMERCIAL, 220
151ff2,RA-73714,Airbus A321-211,Russia,COMMERCIAL, 220
151fec,RA-73708,Airbus A321-211,Russia,COMMERCIAL, 220
151edc,RA-73436,Airbus A321-211,Russia,COMMERCIAL, 220
151fff,RA-73727,Airbus A321-211,Russia,COMMERCIAL, 220
152044,RA-73796,Airbus A321-211,Russia,COMMERCIAL, 220
151f12,RA-73490,Airbus A321-211,Russia,COMMERCIAL, 220
151fea,RA-73706,Airbus A321-211,Russia,COMMERCIAL, 220
151ff0,RA-73712,Airbus A321-211,Russia,COMMERCIAL, 220
152043,RA-73795,Airbus A321-211,Russia,COMMERCIAL, 220
151ff7,RA-73719,Airbus A321-211,Russia,COMMERCIAL, 220
151ede,RA-73438,Airbus A321-211,Russia,COMMERCIAL, 220
151dda,RA-73178,Airbus A321-211,Russia,COMMERCIAL, 220
151ec5,RA-73413,Airbus A321-211,Russia,COMMERCIAL, 220
151ff6,RA-73718,Airbus A321-211,Russia,COMMERCIAL, 220
151edd,RA-73437,Airbus A321-211,Russia,COMMERCIAL, 220
151ec8,RA-73416,Airbus A321-211,Russia,COMMERCIAL, 220
152042,RA-73794,Airbus A321-211,Russia,COMMERCIAL, 220
151ffa,RA-73722,Airbus A321-211,Russia,COMMERCIAL, 220
151fb8,RA-73656,Boeing 737-8GJ,Russia,COMMERCIAL, 189
151de8,RA-73192,Boeing 737-8GJ,Russia,COMMERCIAL, 189
151ec3,RA-73411,Boeing 737-8GJ,Russia,COMMERCIAL, 189
151ec2,RA-73410,Boeing 737-8GJ,Russia,COMMERCIAL, 189
515313,EY-787,Boeing 737-8GJ,Tajikistan,COMMERCIAL, 189
152057,RA-73815,Airbus A319-112,Russia,COMMERCIAL, 160
151de2,RA-73186,Airbus A319-112,Russia,COMMERCIAL, 160
151dee,RA-73198,Airbus A319-112,Russia,COMMERCIAL, 160
151e00,RA-73216,Airbus A319-112,Russia,COMMERCIAL, 160
152053,RA-73811,Airbus A319-112,Russia,COMMERCIAL, 160
152058,RA-73816,Airbus A319-112,Russia,COMMERCIAL, 160
600004,EK-FOA,Airbus A319-112,Armenia,COMMERCIAL, 160
151fbc,RA-73660,Boeing 737-86N,Russia,COMMERCIAL, 189
151fb5,RA-73653,Boeing 737-86N,Russia,COMMERCIAL, 189
151e2d,RA-73261,Boeing 737-86N,Russia,COMMERCIAL, 189
151e30,RA-73264,Boeing 737-86N,Russia,COMMERCIAL, 189
151fb6,RA-73654,Boeing 737-86N,Russia,COMMERCIAL, 189
151e31,RA-73265,Boeing 737-86N,Russia,COMMERCIAL, 189
152061,RA-73825,Airbus A320-212,Russia,COMMERCIAL, 180
73054a,EP-AJJ,Airbus A320-212,Iran,COMMERCIAL, 180
778827,YK-BAG,Airbus A320-212,Syria,COMMERCIAL, 180
151f17,RA-73495,Boeing 737-8EH,Russia,COMMERCIAL, 189
4b8de8,TC-COH,Boeing 737-8EH,Turkey,COMMERCIAL, 189
150660,RA-67168,Canadair CL-600-2B16 Challenger 650,Russia,PRIVATE, 12
150661,RA-67169,Canadair CL-600-2B16 Challenger 650,Russia,PRIVATE, 12
151e3e,RA-73278,Boeing 777-31HER,Russia,COMMERCIAL, 396
151e3c,RA-73276,Boeing 777-31HER,Russia,COMMERCIAL, 396
151e3b,RA-73275,Boeing 777-31HER,Russia,COMMERCIAL, 396
89610d,A6-ECF,Boeing 777-31HER,United Arab Emirates,COMMERCIAL, 396
89611f,A6-ECX,Boeing 777-31HER,United Arab Emirates,COMMERCIAL, 396
151ef0,RA-73456,Airbus A320-271N,Russia,COMMERCIAL, 195
151eea,RA-73450,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef1,RA-73457,Airbus A320-271N,Russia,COMMERCIAL, 195
151ed1,RA-73425,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef6,RA-73462,Airbus A320-271N,Russia,COMMERCIAL, 195
151eda,RA-73434,Airbus A320-271N,Russia,COMMERCIAL, 195
151efa,RA-73466,Airbus A320-271N,Russia,COMMERCIAL, 195
151ed6,RA-73430,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef7,RA-73463,Airbus A320-271N,Russia,COMMERCIAL, 195
151ed8,RA-73432,Airbus A320-271N,Russia,COMMERCIAL, 195
151eee,RA-73454,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef4,RA-73460,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef8,RA-73464,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef9,RA-73465,Airbus A320-271N,Russia,COMMERCIAL, 195
151ed5,RA-73429,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef5,RA-73461,Airbus A320-271N,Russia,COMMERCIAL, 195
151eed,RA-73453,Airbus A320-271N,Russia,COMMERCIAL, 195
151ed9,RA-73433,Airbus A320-271N,Russia,COMMERCIAL, 195
151edb,RA-73435,Airbus A320-271N,Russia,COMMERCIAL, 195
151ed2,RA-73426,Airbus A320-271N,Russia,COMMERCIAL, 195
151eec,RA-73452,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef2,RA-73458,Airbus A320-271N,Russia,COMMERCIAL, 195
151f14,RA-73492,Airbus A320-271N,Russia,COMMERCIAL, 195
151ef3,RA-73459,Airbus A320-271N,Russia,COMMERCIAL, 195
151ee9,RA-73449,Airbus A320-271N,Russia,COMMERCIAL, 195
151eeb,RA-73451,Airbus A320-271N,Russia,COMMERCIAL, 195
151ed3,RA-73427,Airbus A320-271N,Russia,COMMERCIAL, 195
151fdb,RA-73691,Airbus A320-232,Russia,COMMERCIAL, 180
15205a,RA-73818,Airbus A320-232,Russia,COMMERCIAL, 180
151fde,RA-73694,Airbus A320-232,Russia,COMMERCIAL, 180
152055,RA-73813,Airbus A320-232,Russia,COMMERCIAL, 180
152059,RA-73817,Airbus A320-232,Russia,COMMERCIAL, 180
601115,EX-32010,Airbus A320-232,Kyrgyzstan,COMMERCIAL, 180
4c01e7,YU-APH,Airbus A320-232,Serbia,COMMERCIAL, 180
4c01ee,YU-APO,Airbus A320-232,Serbia,COMMERCIAL, 180
4c01f2,YU-APS,Airbus A320-232,Serbia,COMMERCIAL, 180
504e64,ER-00006,Airbus A320-232,Moldova,COMMERCIAL, 180
151db5,RA-73141,Boeing 777-300ER,Russia,COMMERCIAL, 550
151dc6,RA-73158,Boeing 777-300ER,Russia,COMMERCIAL, 550
151fe1,RA-73697,Boeing 777-300ER,Russia,COMMERCIAL, 550
151dba,RA-73146,Boeing 777-300ER,Russia,COMMERCIAL, 550
151fd9,RA-73689,Airbus A321-231,Russia,COMMERCIAL, 220
151e5e,RA-73310,Airbus A321-231,Russia,COMMERCIAL, 220
152071,RA-73841,Airbus A321-231,Russia,COMMERCIAL, 220
152047,RA-73799,Airbus A321-231,Russia,COMMERCIAL, 220
152046,RA-73798,Airbus A321-231,Russia,COMMERCIAL, 220
152073,RA-73843,Airbus A321-231,Russia,COMMERCIAL, 220
152045,RA-73797,Airbus A321-231,Russia,COMMERCIAL, 220
151e37,RA-73271,Airbus A321-231,Russia,COMMERCIAL, 220
152072,RA-73842,Airbus A321-231,Russia,COMMERCIAL, 220
152075,RA-73845,Airbus A321-231,Russia,COMMERCIAL, 220
151fef,RA-73711,Airbus A321-231,Russia,COMMERCIAL, 220
152074,RA-73844,Airbus A321-231,Russia,COMMERCIAL, 220
4baa44,TC-JRD,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa45,TC-JRE,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa53,TC-JRS,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa49,TC-JRI,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa62,TC-JSB,Airbus A321-231,Turkey,COMMERCIAL, 220
4b9e44,TC-GRD,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa4e,TC-JRN,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa4d,TC-JRM,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa61,TC-JSA,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa41,TC-JRA,Airbus A321-231,Turkey,COMMERCIAL, 220
4baa50,TC-JRP,Airbus A321-231,Turkey,COMMERCIAL, 220
600018,EK-AAD,Airbus A321-231,Armenia,COMMERCIAL, 220
010250,SU-TCL,Airbus A321-231,Egypt,COMMERCIAL, 220
010256,SU-TCM,Airbus A321-231,Egypt,COMMERCIAL, 220
734e6d,EP-SSM,Airbus A321-231,Iran,COMMERCIAL, 220
151e90,RA-73360,Boeing 737-8Q8,Russia,COMMERCIAL, 189
151de4,RA-73188,Boeing 737-8Q8,Russia,COMMERCIAL, 189
151fbd,RA-73661,Boeing 737-8Q8,Russia,COMMERCIAL, 189
151e8f,RA-73359,Boeing 737-8Q8,Russia,COMMERCIAL, 189
151e35,RA-73269,Boeing 737-8Q8,Russia,COMMERCIAL, 189
151fba,RA-73658,Boeing 737-8Q8,Russia,COMMERCIAL, 189
1427e0,RA-10208,Gulfstream Aerospace GV-SP (G550),Russia,PRIVATE, 19
1427ee,RA-10222,Gulfstream Aerospace GV-SP (G550),Russia,PRIVATE, 19
151e7d,RA-73341,Boeing 777-212ER,Russia,COMMERCIAL, 396
151e7c,RA-73340,Boeing 777-212ER,Russia,COMMERCIAL, 396
150764,RA-67428,Cessna 525 CitationJet,Russia,PRIVATE, 7
155c00,RA-89088,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bf0,RA-89072,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bc7,RA-89031,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bda,RA-89050,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155c06,RA-89094,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bf6,RA-89078,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bfa,RA-89082,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bf7,RA-89079,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155c07,RA-89095,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bef,RA-89071,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bf4,RA-89076,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bd8,RA-89048,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bf8,RA-89080,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155c08,RA-89096,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bf9,RA-89081,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bed,RA-89069,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bd9,RA-89049,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155c05,RA-89093,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bf5,RA-89077,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155c6c,RA-89196,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bc9,RA-89033,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bc5,RA-89029,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bde,RA-89054,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155beb,RA-89067,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bfd,RA-89085,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
155bcc,RA-89036,Sukhoi SuperJet 100-95LR,Russia,COMMERCIAL, 108
152077,RA-73847,Boeing 777-35EER,Russia,COMMERCIAL, 550
151e7e,RA-73342,Boeing 777-35EER,Russia,COMMERCIAL, 550
151e28,RA-73256,Boeing 737-86J,Russia,COMMERCIAL, 132
151d82,RA-73090,Boeing 737-8GU,Russia,COMMERCIAL, 189
151d83,RA-73091,Boeing 737-8GU,Russia,COMMERCIAL, 189
151d80,RA-73088,Boeing 737-8GU,Russia,COMMERCIAL, 189
151d81,RA-73089,Boeing 737-8GU,Russia,COMMERCIAL, 189
151d6f,RA-73071,Boeing 757-2Q8,Russia,COMMERCIAL, 200
151d71,RA-73073,Boeing 757-2Q8,Russia,COMMERCIAL, 200
151d70,RA-73072,Boeing 757-2Q8,Russia,COMMERCIAL, 200
151d73,RA-73075,Boeing 757-2Q8,Russia,COMMERCIAL, 200
151d72,RA-73074,Boeing 757-2Q8,Russia,COMMERCIAL, 200
151d75,RA-73077,Boeing 757-2Q8,Russia,COMMERCIAL, 200
151e53,RA-73299,Boeing 737-8FZ,Russia,COMMERCIAL, 189
151e52,RA-73298,Boeing 737-8FZ,Russia,COMMERCIAL, 189
151dad,RA-73133,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151dae,RA-73134,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151db8,RA-73144,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151dbc,RA-73148,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151db3,RA-73139,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151dab,RA-73131,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151dbe,RA-73150,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151dac,RA-73132,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151db2,RA-73138,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151db1,RA-73137,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151db0,RA-73136,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151daa,RA-73130,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151daf,RA-73135,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151db7,RA-73143,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
151db6,RA-73142,Boeing 777-3M0ER,Russia,COMMERCIAL, 550
140ab7,RA-02743,Embraer 190-100LR,Russia,COMMERCIAL, 114
140ab4,RA-02740,Embraer 190-100LR,Russia,COMMERCIAL, 114
152adf,RA-76511,Ilyushin Il-76TD-90VD,Russia,MILITARY, UNKNOWN
152ad7,RA-76503,Ilyushin Il-76TD-90VD,Russia,MILITARY, UNKNOWN
152c97,RA-76951,Ilyushin Il-76TD-90VD,Russia,MILITARY, UNKNOWN
152c98,RA-76952,Ilyushin Il-76TD-90VD,Russia,MILITARY, UNKNOWN
151e04,RA-73220,Airbus A319-111,Russia,COMMERCIAL, 160
151e05,RA-73221,Airbus A319-111,Russia,COMMERCIAL, 160
151df5,RA-73205,Airbus A319-111,Russia,COMMERCIAL, 160
151e03,RA-73219,Airbus A319-111,Russia,COMMERCIAL, 160
151df3,RA-73203,Airbus A319-111,Russia,COMMERCIAL, 160
151df1,RA-73201,Airbus A319-111,Russia,COMMERCIAL, 160
600805,4K-AZ05,Airbus A319-111,Azerbaijan,COMMERCIAL, 160
734e70,EP-SSP,Airbus A319-111,Iran,COMMERCIAL, 160
734e6c,EP-SSL,Airbus A319-111,Iran,COMMERCIAL, 160
14f126,RA-61734,Antonov An-148-100E,Russia,COMMERCIAL, 85
14f11f,RA-61727,Antonov An-148-100E,Russia,COMMERCIAL, 85
14f11c,RA-61724,Antonov An-148-100E,Russia,COMMERCIAL, 85
14f124,RA-61732,Antonov An-148-100E,Russia,COMMERCIAL, 85
14f125,RA-61733,Antonov An-148-100E,Russia,COMMERCIAL, 85
151d41,RA-73025,Airbus A319-115X CJ,Russia,PRIVATE, 156
600801,4K-8888,Airbus A319-115X CJ,Azerbaijan,PRIVATE, 156
151fb4,RA-73652,Boeing 737-752,Russia,COMMERCIAL, 132
151fb3,RA-73651,Boeing 737-752,Russia,COMMERCIAL, 132
151d57,RA-73047,Boeing 737-524,Russia,COMMERCIAL, 132
151d51,RA-73041,Boeing 737-524,Russia,COMMERCIAL, 132
151d66,RA-73062,Boeing 737-524,Russia,COMMERCIAL, 132
151d53,RA-73043,Boeing 737-524,Russia,COMMERCIAL, 132
151d4b,RA-73035,Boeing 737-524,Russia,COMMERCIAL, 132
151d65,RA-73061,Boeing 737-524,Russia,COMMERCIAL, 132
151d52,RA-73042,Boeing 737-524,Russia,COMMERCIAL, 132
151d59,RA-73049,Boeing 737-524,Russia,COMMERCIAL, 132
151d54,RA-73044,Boeing 737-524,Russia,COMMERCIAL, 132
151d4e,RA-73038,Boeing 737-524,Russia,COMMERCIAL, 132
151edf,RA-73439,Airbus A321-271N,Russia,COMMERCIAL, 240
151ee0,RA-73440,Airbus A321-271N,Russia,COMMERCIAL, 240
140ac0,RA-02752,Embraer ERJ 135BJ Legacy 650,Russia,PRIVATE, 13
140abc,RA-02748,Embraer ERJ 135BJ Legacy 650,Russia,PRIVATE, 13
683277,UP-EM018,Embraer ERJ 135BJ Legacy 650,Kazakhstan,PRIVATE, 13
68333a,UP-EM025,Embraer ERJ 135BJ Legacy 650,Kazakhstan,PRIVATE, 13
68332f,UP-EM024,Embraer ERJ 135BJ Legacy 650,Kazakhstan,PRIVATE, 13
09a055,C5-SUV,Embraer ERJ 135BJ Legacy 650,Gambia,PRIVATE, 13
1520a2,RA-73890,Boeing 737-7FY BBJ,Russia,PRIVATE, 149
151f6f,RA-73583,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
150694,RA-67220,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
151f3f,RA-73535,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
150693,RA-67219,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
1506ac,RA-67244,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
150692,RA-67218,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
1506a0,RA-67232,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
151d3c,RA-73532,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
151f3c,RA-73532,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
151f80,RA-73600,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
1506a1,RA-67233,Canadair CL-600-2B19 Challenger 850,Russia,PRIVATE, 19
151fc3,RA-73667,Boeing 737-8LP,Russia,COMMERCIAL, 189
151fc4,RA-73668,Boeing 737-8LP,Russia,COMMERCIAL, 189
151fc8,RA-73672,Boeing 737-8LP,Russia,COMMERCIAL, 189
151fc7,RA-73671,Boeing 737-8LP,Russia,COMMERCIAL, 189
151f3a,RA-73530,Bombardier BD-700-1A11 Global 5500,Russia,PRIVATE, Unknown
151d56,RA-73046,Boeing 737-542,Russia,COMMERCIAL, 132
152c29,RA-76841,Ilyushin Il-76TD,Russia,MILITARY, UNKNOWN
152a4b,RA-76363,Ilyushin Il-76TD,Russia,MILITARY, UNKNOWN
152c2e,RA-76846,Ilyushin Il-76TD,Russia,MILITARY, UNKNOWN
1533ad,RA-78765,Ilyushin Il-76TD,Russia,MILITARY, UNKNOWN
152a8d,RA-76429,Ilyushin Il-76TD,Russia,MILITARY, UNKNOWN
152c2a,RA-76842,Ilyushin Il-76TD,Russia,MILITARY, UNKNOWN
152c07,RA-76807,Ilyushin Il-76TD,Russia,MILITARY, UNKNOWN
601848,EZ-F428,Ilyushin Il-76TD,Turkmenistan,MILITARY, UNKNOWN
151e2b,RA-73259,Boeing 737-33R,Russia,COMMERCIAL, 149
140aef,RA-02799,Raytheon 390 Premier 1A,Russia,PRIVATE, 6
151e29,RA-73257,Boeing 737-8K5,Russia,COMMERCIAL, 189
151e2a,RA-73258,Boeing 737-8K5,Russia,COMMERCIAL, 189
51012d,EW-544PA,Boeing 737-8K5,Belarus,COMMERCIAL, 189
140b2a,RA-02858,Embraer ERJ 135BJ Legacy 600,Russia,PRIVATE, 13
140b40,RA-02880,Embraer ERJ 135BJ Legacy 600,Russia,PRIVATE, 13
140aeb,RA-02795,Embraer ERJ 135BJ Legacy 600,Russia,PRIVATE, 13
140ae2,RA-02786,Embraer ERJ 135BJ Legacy 600,Russia,PRIVATE, 13
68327b,UP-EM019,Embraer ERJ 135BJ Legacy 600,Kazakhstan,PRIVATE, 13
151e68,RA-73320,Airbus A320-232CJ Prestige,Russia,PRIVATE, UNKNOWN
151f16,RA-73494,Boeing 737-8KN,Russia,COMMERCIAL, 189
151e63,RA-73315,Boeing 737-8KN,Russia,COMMERCIAL, 189
151e62,RA-73314,Boeing 737-8KN,Russia,COMMERCIAL, 189
151f15,RA-73493,Boeing 737-8KN,Russia,COMMERCIAL, 189
151de1,RA-73185,Boeing 737-8KN,Russia,COMMERCIAL, 189
896333,A6-FEB,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963b1,A6-FEO,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
896335,A6-FED,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963ba,A6-FEX,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963b6,A6-FET,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
896378,A6-FEG,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963af,A6-FEM,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
89637b,A6-FEJ,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
896334,A6-FEC,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
896376,A6-FEE,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963bc,A6-FEZ,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963b4,A6-FER,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963b5,A6-FES,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963ad,A6-FEK,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963bb,A6-FEY,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963b9,A6-FEW,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963b2,A6-FEP,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
8963b3,A6-FEQ,Boeing 737-8KN,United Arab Emirates,COMMERCIAL, 189
151d7a,RA-73082,Boeing 767-224,Russia,COMMERCIAL, 375
154ca3,RA-85155,Tupolev Tu-154M,Russia,COMMERCIAL, 180
154f53,RA-85843,Tupolev Tu-154M,Russia,COMMERCIAL, 180
154c32,RA-85042,Tupolev Tu-154M,Russia,COMMERCIAL, 180
151e4c,RA-73292,Boeing 777-312,Russia,COMMERCIAL, 396
151e3f,RA-73279,Boeing 777-312,Russia,COMMERCIAL, 396
1418d8,RA-06360,Robinson R66,Russia,HELICOPTER, UNKNOWN
141ea6,RA-07846,SOCATA TBM 910,Russia,PRIVATE, 6
151f36,RA-73526,Bombardier BD-700-1A10 Global 6000,Russia,PRIVATE, UNKNOWN
1506a9,RA-67241,Bombardier BD-700-1A10 Global 6000,Russia,PRIVATE, UNKNOWN
151f53,RA-73555,Bombardier BD-700-1A10 Global 6000,Russia,PRIVATE, UNKNOWN
151f4e,RA-73550,Bombardier BD-700-1A10 Global 6000,Russia,PRIVATE, UNKNOWN
150658,RA-67160,Bombardier BD-700-1A10 Global 6000,Russia,PRIVATE, UNKNOWN
151f38,RA-73528,Bombardier BD-700-1A10 Global 6000,Russia,PRIVATE, UNKNOWN
150641,RA-67137,Bombardier BD-100-1A10 Challenger 350,Russia,PRIVATE, 10
15063a,RA-67130,Bombardier BD-100-1A10 Challenger 350,Russia,PRIVATE, 10
155bca,RA-89034,Sukhoi SuperJet 100-95-LR,Russia,COMMERCIAL, 103
151fbb,RA-73659,Boeing 737-89P,Russia,COMMERCIAL, 132
151fb9,RA-73657,Boeing 737-8JP,Russia,COMMERCIAL, 200
150657,RA-67159,Canadair CL-600-2B19 Regional Jet CRJ-200ER,Russia,COMMERCIAL, 50
1506a8,RA-67240,Canadair CL-600-2B19 Regional Jet CRJ-200ER,Russia,COMMERCIAL, 50
150651,RA-67153,Canadair CL-600-2B19 Regional Jet CRJ-200ER,Russia,COMMERCIAL, 50
1506a7,RA-67239,Canadair CL-600-2B19 Regional Jet CRJ-200ER,Russia,COMMERCIAL, 50
150654,RA-67156,Canadair CL-600-2B19 Regional Jet CRJ-200ER,Russia,COMMERCIAL, 50
150643,RA-67139,Canadair CL-600-2B19 Regional Jet CRJ-200ER,Russia,COMMERCIAL, 50
1500c5,RA-65733,Tupolev Tu-134B-3,Russia,COMMERCIAL, 72
157716,RA-96022,Ilyushin Il-96-300PU(M1),Russia,UNKNOWN,
157715,RA-96021,Ilyushin Il-96-300PU(M1),Russia,UNKNOWN,
157719,RA-96025,Ilyushin Il-96-300PU(M1),Russia,UNKNOWN,
142580,RA-09600,Dassault Falcon 900EX,Russia,PRIVATE, 19
15207a,RA-73850,Airbus A330-302,Russia,COMMERCIAL, 440
152079,RA-73849,Airbus A330-302,Russia,COMMERCIAL, 440
14fa0a,RA-64010,Tupolev Tu-204,Russia,COMMERCIAL, 214
151d76,RA-73078,Boeing 767-3Q8ER,Russia,COMMERCIAL, 375
151d4a,RA-73034,Boeing 767-3Q8ER,Russia,COMMERCIAL, 375
151d46,RA-73030,Boeing 767-3Q8ER,Russia,COMMERCIAL, 375
151e33,RA-73267,Boeing 737-7CT,Russia,COMMERCIAL, 132
151e2e,RA-73262,Boeing 737-7CT,Russia,COMMERCIAL, 132
51408c,4L-GTI,Boeing 737-7CT,Georgia,COMMERCIAL, 132
151e38,RA-73272,Boeing 777-2Q8ER,Russia,COMMERCIAL, 396
143d17,RA-07447,Robinson R66 Turbine,Russia,HELICOPTER, UNKNOWN
14169a,RA-05786,Robinson R66 Turbine,Russia,HELICOPTER, UNKNOWN
